"title","creator","subjects","materialtype","usageclass","checkouts","checkoutmonth","publicationyear"
"""More more more"" said the baby : 3 love stories / Vera B. Williams.","Williams, Vera B.","Babies Fiction, Parent and child Juvenile fiction","BOOK","Physical","4","1","[1990]"
"The Queen's Gambit (unabridged)","Walter Tevis","Fiction, Literature","AUDIOBOOK","Digital","11","1","2020"
"Maiden Voyage (unabridged)","Tania Aebi","Sports & Recreations, Travel, Nonfiction","AUDIOBOOK","Digital","2","1","2022"
"The Last Tourist--A Novel: Milo Weaver Series, Book 4 (unabridged)","Olen Steinhauer","Fiction, Suspense, Thriller","AUDIOBOOK","Digital","1","1","2020"
"A perfect place for Ted / Leila Rudge.","Rudge, Leila","Dogs Juvenile fiction, Pets Juvenile fiction, Individuality Juvenile fiction","BOOK","Physical","1","1","2014."
"Simple passion / Annie Ernaux ; translated by Tanya Leslie.","Ernaux, Annie, 1940-","France Fiction, Love stories, Romance fiction","BOOK","Physical","13","1","[2003]"
"The white book / Han Kang ; translated from the Korean by Deborah Smith.","Han, Kang, 1970-","Suffering Fiction, Resilience Personality trait Fiction, Psychological fiction","BOOK","Physical","3","1","[2019]"
"Birds / Jim Dine.","Dine, Jim, 1935-","Birds Pictorial works, Photography Artistic","BOOK","Physical","1","1","2001."
"Chickamauga: And Other Civil War Stories","Shelby Foote","History, Literary Criticism, Military, Nonfiction","EBOOK","Digital","1","1","2012"
"Sharpe's Escape: Sharpe Series, Book 10 (unabridged)","Bernard Cornwell","Fiction, Literature, Thriller, Historical Fiction","AUDIOBOOK","Digital","2","1","2005"
"Curious George in the Snow","H. A. Rey","Juvenile Fiction, Picture Book Fiction","EBOOK","Digital","1","1","2011"
"An imperfect god : George Washington, his slaves, and the creation of America / Henry Wiencek.","Wiencek, Henry","Washington George 1732 1799, Washington George 1732 1799 Relations with slaves, Presidents United States Biography, Slavery Political aspects United States History 18th century, United States Politics and government 1775 1783, Slavery","BOOK","Physical","1","1","2004."
"Seeing like a State: How Certain Schemes to Improve the Human Condition Have Failed (unabridged)","James C. Scott","History, Politics, Sociology, Nonfiction","AUDIOBOOK","Digital","8","1","2018"
"Track of the Cat: Anna Pigeon Series, Book 1","Nevada Barr","Fiction, Literature, Mystery, Thriller","EBOOK","Digital","15","1","2010"
"There's a dragon in your book / written by Tom Fletcher ; illustrated by Greg Abbott.","Fletcher, Tom, 1985-","Humorous stories, Books Juvenile fiction, Dragons Feeding and feeds Juvenile fiction, Dragons Infancy Juvenile fiction","BOOK","Physical","11","1","[2018]"
"My bus / Byron Barton.","Barton, Byron","Buses Fiction, Transportation Fiction, Mathematics Fiction, Pets Fiction","BOOK","Physical","9","1","[2014]"
"You can stop bullying : stand by or stand up? : you choose the ending / by Connie Colwell Miller ; illustrated by Victoria Assanelli.","Miller, Connie Colwell, 1976-","Bullying Prevention Juvenile literature, Decision making in children Juvenile literature, Judgment in children Juvenile literature, Choose your own stories","BOOK","Physical","1","1","[2020]"
"The wandering mind : understanding disassociation, from daydreams to disorders / John A. Biever and Maryann Karinch ; [foreword by Mark Whitacre].","Biever, John A., 1947-","Consciousness, Dissociation Psychology, Mental health, Dissociative disorders","BOOK","Physical","1","1","[2012]"
"Naruto. Vol. 7, The path you should tread / story and art by Masashi Kishimoto ; [English adaptation, Jo Duffy ; translation, Mari Morimoto].","Kishimoto, Masashi, 1974-","Ninja Japan Comic books strips etc, Comic books strips etc, Graphic novels","BOOK","Physical","2","1","2005."
"The Great British bake off : celebrations / Linda Collister ; includes recipes from Mary Berry & Paul Hollywood.","Collister, Linda","Baking, Baked products, Cookbooks","BOOK","Physical","1","1","2015."
"H. M. S. Cockerel: Alan Lewrie Series, Book 6 (unabridged)","Dewey Lambdin","Fantasy, Fiction, Literature, Historical Fiction","AUDIOBOOK","Digital","1","1","2015"
"A Matter of Pride: Cougar Falls Series, Book 5","Marie Harte","Fantasy, Fiction, Romance","EBOOK","Digital","2","1","2019"
"Jerusalem: The Biography (unabridged)","Simon Sebag Montefiore","History, Politics, Religion & Spirituality, Nonfiction","AUDIOBOOK","Digital","5","1","2011"
"Crave: Crave Series, Book 1","Tracy Wolff","Fantasy, Romance, Young Adult Fiction","EBOOK","Digital","6","1","2020"
"Voices of a People's History of the United States (unabridged, 10th anniversary)","Howard Zinn","History, Reference, Nonfiction","AUDIOBOOK","Digital","1","1","2018"
"Charles Lindbergh / Terry Barber.","Barber, Terry, 1950-","Lindbergh Charles A Charles Augustus 1902 1974, Air pilots United States Biography, Readers for new literates","BOOK","Physical","1","1","[2007]"
"In Search of the Lost Chord: 1967 and the Hippie Idea","Danny Goldberg","History, Music, Sociology, Nonfiction","EBOOK","Digital","1","1","2017"
"Johnny Boo finds a clue? / James Kochalka.","Kochalka, James","Boo Johnny Fictitious character Comic books strips etc, Ghosts Comic books strips etc, Theft Comic books strips etc, Ice cream ices etc Comic books strips etc, Magnifying glasses Comic books strips etc, Cartoons and comics, Graphic novels, Paranormal comics, Ghost comics, Humorous comics","BOOK","Physical","3","1","[2020]"
"Regrets Only: A Novel","Erin Duffy","Fiction, Literature, Romance","EBOOK","Digital","1","1","2018"
"The great Gilly Hopkins / Katherine Paterson.","Paterson, Katherine","Foster home care Juvenile fiction, Orphans Juvenile fiction","BOOK","Physical","3","1","2016."
"Worst of friends : Thomas Jefferson, John Adams, and the true story of an American feud / Suzanne Tripp Jurmain ; illustrations by Larry Day.","Jurmain, Suzanne","Jefferson Thomas 1743 1826 Friends and associates Juvenile literature, Adams John 1735 1826 Friends and associates Juvenile literature, Jefferson Thomas 1743 1826 Juvenile literature, Adams John 1735 1826 Juvenile literature","BOOK","Physical","1","1","2011."
"ILLM Furst Fruts uv 1977",,,"BOOK","Physical","1","1",
"Red Cavalry and Other Stories","Isaac Babel","Fiction, Short Stories","EBOOK","Digital","1","1","2011"
"Still Alive: A Wild Life of Rediscovery (unabridged)","Forrest Galante","Biography & Autobiography, Performing Arts, Travel, Nonfiction","AUDIOBOOK","Digital","2","1","2021"
"Italian for Everyone Junior 5 Words a Day: Learn and Practise 1,000 Italian Words","DK","Foreign Language Study, Juvenile Nonfiction","EBOOK","Digital","1","1","2021"
"School's Out—Forever: Maximum Ride Series, Book 2","James Patterson","Romance, Young Adult Fiction, Young Adult Literature","EBOOK","Digital","5","1","2006"
"The Lantern's Ember","Colleen Houck","Fantasy, Romance, Science Fiction, Young Adult Fiction","EBOOK","Digital","1","1","2018"
"Dancing at Carnival","Christine Platt","Juvenile Fiction, Juvenile Literature","EBOOK","Digital","2","1","2020"
"Reign of X. Volume 11 / writers, Si Spurrier, Gerry Dugan & Vita Ayala ; artists, Bob Quinn, Phil Noto & Paco Medina ; color artists, Java Tartaglia, Phil Noto & David Curiel ; letterers, VC's Clayton Cowles, Joe Sabino & Travis Lanham..",,"Nightcrawler Fictitious character Comic books strips etc, Cable Fictitious character Comic books strips etc, X Men Fictitious characters Comic books strips etc, Mutation Biology Comic books strips etc, Superheroes Comic books strips etc, Comic books strips etc United States, Superhero comics, Graphic novels, Comics Graphic works","BOOK","Physical","1","1","[2022]"
"Peaceful death, joyful rebirth : a Tibetan Buddhist guidebook / Tulku Thondup ; edited by Harold Talbott.","Thondup, Tulku","Death Religious aspects Buddhism, Buddhist funeral rites and ceremonies China Tibet Autonomous Region, Intermediate state Buddhism","BOOK","Physical","1","1","2005."
"Dirty letters / Vi Keeland, Penelope Ward.","Keeland, Vi","Pen pals Fiction, Man woman relationships Fiction, Women novelists Fiction, Love letters Fiction, Romance fiction, Erotic fiction","BOOK","Physical","1","1","[2019]"
"Walt's imagination : the life of Walt Disney / by Doreen Rappaport ; illustrated by John Pomeroy.","Rappaport, Doreen","Disney Walt 1901 1966 Juvenile literature, Animators United States Biography Juvenile literature, Biographies, Picture books","BOOK","Physical","1","1","2018."
"Welcome to Hawai'i Volcanoes National Park / by Teri and Bob Temple.","Temple, Teri","Hawaii Volcanoes National Park Hawaii Juvenile literature, Hawaii Volcanoes National Park","BOOK","Physical","3","1","[2018]"
"How not to be afraid of your own life : opening your heart to confidence, Intimacy, and Joy / Susan Piver.","Piver, Susan, 1957-","Meditation Buddhism, Spiritual life Buddhism, Fear Religious aspects Buddhism","BOOK","Physical","2","1","[2008]"
"Moonbeams, dumplings & dragon boats : a treasury of Chinese holiday tales, activities & recipes / Nina Simonds, Leslie Swartz, and the Children's Museum of Boston ; illustrated by Meilo So.","Simonds, Nina","Festivals China Juvenile literature, Holidays China Juvenile literature, Tales China Juvenile literature","BOOK","Physical","8","1","2002."
"My iPad / Gary Rosenzweig.","Rosenzweig, Gary","iPad Computer","BOOK","Physical","1","1","2019."
"The Little Bookshop on the Seine: The Little Paris Collection, Book 1 (unabridged)","Rebecca Raisin","Fiction, Literature, Romance","AUDIOBOOK","Digital","1","1","2020"
"A Dying Fall: Ruth Galloway Mystery Series, Book 5","Elly Griffiths","Fiction, Mystery","EBOOK","Digital","13","1","2014"
"The Tie That Binds","Kent Haruf","Fiction, Literature","EBOOK","Digital","2","1","2012"
"I like my car / Michael Robertson.","Robertson, Michael (Illustrator)","Automobiles Juvenile fiction, Animals Juvenile fiction, Color Juvenile fiction, Readers Publications","BOOK","Physical","9","1","2018."
"Devotion: A Memoir","Dani Shapiro","Biography & Autobiography, Religion & Spirituality, Nonfiction","EBOOK","Digital","1","1","2010"
"Camp / by Kayla Miller.","Miller, Kayla","Friendship Comic books strips etc, Camps Comic books strips etc, Interpersonal relations Comic books strips etc, Cartoons and comics, Comics Graphic works, Graphic novels","BOOK","Physical","22","1","[2019]"
"One Book in the Grave: Bibliophile Mystery Series, Book 5","Kate Carlisle","Fiction, Mystery","EBOOK","Digital","2","1","2013"
"All the Missing Girls: A Novel (unabridged)","Megan Miranda","Fiction, Literature, Suspense, Thriller","AUDIOBOOK","Digital","8","1","2016"
"Evans above / Rhys Bowen.","Bowen, Rhys","Evans Evan Fictitious character Fiction, Police Wales Fiction, Villages Wales Fiction, Large type books, Wales Fiction, Detective and mystery fiction","BOOK","Physical","1","1","1999."
"A Month in Siena","Hisham Matar","Art, Biography & Autobiography, Travel, Nonfiction","EBOOK","Digital","1","1","2019"
"Manitou Canyon: Cork O'Connor Series, Book 15 (unabridged)","William Kent Krueger","Fiction, Mystery, Suspense, Thriller","AUDIOBOOK","Digital","4","1","2019"
"Second self / Una McCormack.","McCormack, Una","Picard Jean Luc Fictitious character 2305 2399 Fiction, Intelligence officers Fiction, Extraterrestrial beings Fiction, Human alien encounters Fiction, Science fiction","BOOK","Physical","2","1","2022."
"A single thread / Tracy Chevalier.","Chevalier, Tracy","Single women England Fiction, Grief Fiction, Female friendship Fiction, Needleworkers England Fiction, Self realization in women Fiction, Nineteen thirties Fiction, Needleworkers Fiction, Women England Fiction, Friendship Fiction, Lesbians Fiction, Winchester England Fiction, Great Britain History 20th century Fiction, Great Britain History George V 1910 1936 Fiction, Winchester England Social life and customs 20th century Fiction, Single women Fiction, Historical fiction","BOOK","Physical","2","1","[2019]"
"Marigold bakes a cake / by Mike Malbrough.","Malbrough, Mike","Cats Juvenile fiction, Birds Juvenile fiction, Perfectionism Personality trait Juvenile fiction, Baking Juvenile fiction, Picture books","BOOK","Physical","4","1","[2017]"
"Age of Vice: A Novel","Deepti Kapoor","Fiction, Literature, Mystery","EBOOK","Digital","55","1","2023"
"Fadeout","Joseph Hansen","Fiction, Mystery, LGBTQIA+ (Fiction)","EBOOK","Digital","2","1","2022"
"The little butterfly that could / Ross Burach.","Burach, Ross","Butterflies Juvenile fiction, Butterflies Migration Juvenile fiction, Self confidence Juvenile fiction, Whales Juvenile fiction, Perseverance Ethics Juvenile fiction, Encouragement Juvenile fiction, Helping behavior Juvenile fiction, Helpfulness Fiction, Humorous stories, Picture books, Humorous fiction","BOOK","Physical","4","1","2021."
"Wild and woolly knitted animals : a naturalist's notebook / Sara Elizabeth Kellner.","Kellner, Sara Elizabeth","Knitting, Knitting Patterns, Animals in art, Patterns Instructional works, Pattern books","BOOK","Physical","1","1","[2022]"
"Homecoming : overcome fear and trauma to reclaim your whole, authentic self / Thema Bryant, PhD.","Bryant-Davis, Thema","Psychic trauma Treatment, Psychic trauma, Post traumatic stress disorder Treatment, Post traumatic stress disorder, Self actualization Psychology, Change Psychology, Self help techniques, Self help publications","BOOK","Physical","2","1","[2022]"
"Fear of a Black Universe: An Outsider's Guide to the Future of Physics (unabridged)","Stephon Alexander","Biography & Autobiography, Science, African American Nonfiction, Nonfiction","AUDIOBOOK","Digital","3","1","2021"
"Last Stand in Lychford: Witches of Lychford Series, Book 5 (unabridged)","Paul Cornell","Fantasy, Fiction","AUDIOBOOK","Digital","1","1","2020"
"How to Know the Birds: The Art and Adventure of Birding (unabridged)","Ted Floyd","Home Design & Décor, Nature, Nonfiction","AUDIOBOOK","Digital","3","1","2022"
"Maman: the cookbook :  all-day recipes to warm your heart / Elisa Marshall and Benjamin Sormonte, with Lauren Salkeld ; [photographer: Linda Xiao].","Marshall, Elisa","Cooking French, Cooking American, Maman Restaurant, Cookbooks","BOOK","Physical","5","1","[2021]"
"Honeybee: The Busy Life of Apis Mellifera","Candace Fleming","Juvenile Nonfiction, Nature, Science, Picture Book Nonfiction","EBOOK","Digital","2","1","2020"
"Texas Born & Smokin' Six-Shooter","Diana Palmer","Fiction, Literature, Romance, Western","EBOOK","Digital","1","1","2021"
"Mordenkainen's tome of foes / [managing editor, Jeremy Crawford].",,"Dungeons and Dragons Game Handbooks manuals etc, Fantasy games Handbooks manuals etc, Handbooks and manuals","BOOK","Physical","2","1","[2018]"
"The organic no-till farming revolution : high-production methods for small-scale farmers / Andrew Mefferd ; foreword by Kai Hoffman-Krull.","Mefferd, Andrew","No tillage Handbooks manuals etc, Organic farming Handbooks manuals etc, Alternative agriculture Handbooks manuals etc, Sustainable agriculture Handbooks manuals etc, Farms Small Handbooks manuals etc, Handbooks and manuals","BOOK","Physical","1","1","[2019]"
"Ellis Island / Elizabeth Carney.","Carney, Elizabeth, 1981-","Ellis Island Immigration Station N Y and N J Juvenile literature, United States Emigration and immigration Juvenile literature","BOOK","Physical","1","1","2016."
